Zilevto	9	9	8	24	9	11	15	17	26	19	23	13	10	21	35	19	14	0	0	0	0	17.3	38.931349966010345	22.25971979322948	100
Moschokarya	11	7	6	12	17	21	8	5	11	14	18	16	4	13	13	21	11	7	0	0	0	27.7	38.99874781823334	22.26457789330149	650
Stirfaka	12	14	12	16	11	13	24	17	25	24	21	15	13	18	26	37	17	11	0	0	0	17.4	38.955067480854154	22.307490726913574	190
Makrakomi	99	98	113	110	129	137	134	150	168	174	152	134	122	106	143	114	98	47	14	2	1	31	38.9419834673476	22.114131853280377	250
Archanio	12	16	17	19	17	13	15	27	30	26	22	28	18	23	21	22	21	13	3	0	0	28.1	38.97272409936491	22.166612098529715	200
Asvestio	1	2	5	0	1	2	0	1	10	4	0	2	9	3	6	16	9	3	0	0	0	38.2	39.015082361119504	22.13062263214635	500
Yannitsou	5	11	7	17	15	17	13	24	20	14	24	28	31	30	36	28	28	10	5	0	0	36.6	38.99427315147546	22.1114153117617	416
Grammeni	19	16	17	11	10	20	15	28	24	28	15	17	16	19	29	26	18	7	0	0	0	25.3	38.964660457139544	22.195219437930653	180
Kastri	27	34	31	33	31	37	31	40	36	36	33	29	28	33	37	37	24	7	1	0	0	22.4	38.945930945729316	22.202677285003816	108
Litosselo	1	2	0	3	3	1	6	3	2	1	0	9	7	5	8	13	2	0	0	0	0	47.4	38.973386112879	21.99466095405835	740
Makri	6	3	12	25	17	8	16	16	22	18	26	12	15	18	25	31	26	9	2	0	0	27.6	38.94714048229833	22.143724944303198	116
Palea_Yannitsou	4	5	1	5	7	8	6	13	12	10	13	8	17	23	20	14	5	0	1	2	0	44.3	39.03368620503254	22.075617089005483	950
Pappas	0	1	2	0	2	2	3	2	6	1	4	3	2	11	10	12	3	0	0	0	0	50.6	39.06962814392844	22.069118975254902	780
Platystomo	5	13	0	8	4	9	13	17	19	14	12	19	18	20	30	28	17	11	1	0	0	32.9	38.969984423076525	22.11972224785272	190
Rovoliari	13	8	0	5	14	22	21	15	18	14	18	17	17	29	35	28	16	10	3	0	0	51.6	39.0056443486971	21.99490570175056	790
Trilofo	0	0	2	2	2	3	2	0	1	4	4	5	15	5	16	16	14	6	1	0	0	33	38.998491252326055	22.21977261732116	580
Tsoukka	13	18	12	18	16	19	21	22	29	17	24	24	24	27	48	34	22	11	2	1	0	38.5	38.95607930712068	22.05929354245024	580
Malessina	211	252	236	231	201	256	332	292	338	330	265	271	229	255	263	215	134	69	27	16	4	94.3	38.62213972611539	23.232485440084933	240
Proskynas	1	2	5	1	3	6	2	2	3	2	6	8	14	10	16	6	9	3	0	0	0	84.2	38.609939748799036	23.16702910856761	80
Molos	104	69	86	93	86	104	127	140	154	125	109	111	114	119	150	122	94	47	16	4	0	28.7	38.80897878247058	22.645461173715567	36
Aghia_Triada	15	13	11	6	17	20	29	17	19	13	22	19	18	18	10	18	11	6	0	0	0	23.8	38.81633605719698	22.601936654085826	10
Aghios_Serafim	38	38	34	28	30	42	36	43	64	53	45	33	51	49	49	52	25	9	4	2	0	33.7	38.80107218090557	22.704271867577045	30
Aghios_Charalabos	2	1	3	1	0	1	4	1	0	1	1	1	1	9	1	4	3	3	0	0	0	33.3	38.76780012140494	22.656388823135742	410
Anavra	5	3	3	2	4	9	2	3	1	11	10	11	14	6	9	11	10	4	0	0	0	70.3	39.19149106405576	22.092957713147616	440
Kallidromo	3	5	7	4	1	9	11	13	6	14	5	15	13	19	16	17	9	1	0	0	0	41.8	38.72866742160268	22.67085119059257	314
Komnina	19	10	5	4	8	13	16	16	12	12	18	12	20	15	31	20	18	5	0	0	0	37.2	38.74962900483087	22.69619824667205	125
Mendenitsa	4	6	8	8	4	7	16	5	14	17	15	11	12	18	19	29	32	13	5	0	0	30.7	38.750122806827875	22.616087418095862	560
Skarfia	20	13	16	14	20	15	25	23	24	18	20	24	30	24	33	28	24	6	0	1	0	32.2	38.81220418824738	22.68331795785121	20
Omvriaki	49	48	78	52	67	75	91	87	91	80	79	51	62	72	96	77	54	28	11	0	0	36.2	39.10119316851497	22.270642402021625	535
Aghios_Georgios_Domokou	15	11	16	15	24	25	31	13	34	18	33	14	17	20	19	20	15	8	3	2	0	38.6	39.031885580603095	22.33637262655347	510
Aghios_Stefanos	16	11	15	18	23	18	18	18	24	24	31	22	8	12	22	19	10	0	1	0	2	37.4	39.024851263892	22.253670167581586	760	
Koromilia	8	9	5	6	7	22	19	8	11	15	22	21	7	14	16	23	9	9	0	1	0	34.3	39.03570252248991	22.28420773822595	504
Makryrrachi	8	9	9	15	26	16	17	15	24	23	24	18	12	25	28	35	31	6	10	1	0	46.6	39.087170891401456	22.1545978076137	555
Xyniada	18	17	16	18	24	28	31	23	33	30	24	28	27	37	41	26	20	12	5	1	0	30.8	39.04264030948598	22.314360775774137	523
Panaghia	10	10	3	7	4	5	3	11	9	11	4	4	15	19	17	14	7	5	0	0	0	40.4	39.09453357199375	22.228444538193347	533
Perivoli_Domokou	17	20	12	9	22	33	31	23	27	24	23	21	23	24	38	45	26	13	4	0	0	45.6	39.06371504665235	22.184796205390366	491
Martino	80	80	60	85	82	111	126	115	142	127	123	121	125	132	115	123	103	40	22	11	0	93.1	38.56963248503903	23.212430932148578	300
Larymna	49	56	58	62	53	77	97	85	105	107	108	75	83	57	60	65	50	25	6	0	0	102	38.565533786872166	23.28556007636265	5
Pelasghia	56	73	73	63	93	97	88	95	102	98	103	105	96	102	124	103	79	37	19	8	1	49.3	38.948287331014434	22.84005209482299	238
Vathykilo	4	5	11	10	9	12	14	14	9	9	11	12	17	13	20	11	10	3	0	0	0	48.3	38.94864864007113	22.910231599670293	100
Glyfa	25	18	22	25	44	34	50	41	43	42	46	52	51	54	49	31	26	10	7	2	1	57.9	38.95347610825445	22.966905102857027	30
Myli	5	3	5	18	19	16	17	24	21	14	22	28	23	28	39	41	31	15	5	4	0	45.4	38.96631898767066	22.80562488929787	524
Sperchiada	103	112	158	166	128	147	165	145	202	227	154	146	126	134	145	182	136	74	31	10	0	33.6	38.90774251102265	22.127373612604924	230
Aghios_Sostis	11	4	7	7	13	13	10	17	12	12	17	13	24	29	41	25	30	13	7	1	1	31.4	38.89662798309474	22.16321988932713	270
Anatoli	3	0	12	11	13	12	1	5	8	22	12	8	11	9	9	5	12	10	3	0	0	62.5	38.77066867167468	22.126009225627932	1200
Argyria	17	13	11	15	18	20	30	20	21	18	18	20	15	15	18	15	12	5	0	0	2	53.4	38.79643332077077	22.0551854229952	750
Gardikio	6	7	9	8	10	6	12	17	20	18	28	23	26	31	21	35	37	14	1	0	0	55.9	38.835757811846214	21.972796330610326	1000
Kallithea_Sperchiadas	8	13	6	2	5	11	22	16	5	14	13	17	19	22	21	27	8	10	3	0	0	30.6	38.90319970591001	22.158023227624373	188
Kabia	4	16	4	1	5	3	11	13	6	0	11	11	16	10	16	16	9	3	0	1	0	47.6	38.87008266070573	22.0429470409731	469
Kanalia	4	11	12	8	5	14	14	14	23	13	20	17	20	31	32	28	22	13	3	0	0	50.8	38.87398394741719	21.965399312279114	655
Klonio	3	8	4	9	5	9	10	16	10	14	15	18	14	20	18	21	16	14	0	0	0	35.1	38.90472346389998	22.102891412279728	320
Kolokythia	3	2	2	1	4	5	8	5	1	6	9	9	6	15	10	16	12	5	0	0	1	54.6	38.788000288288515	22.07898144800613	900
Kyriakochori	0	4	4	15	13	5	5	6	14	11	11	12	10	12	17	25	19	7	0	0	0	60.4	38.82333104922732	22.013752055939143	915
Lefkada	19	11	10	20	23	37	22	20	28	18	23	29	21	27	19	28	19	13	3	4	0	44.1	38.90963986487398	21.996345005421055	350
Marmara	3	0	2	0	10	8	10	11	10	15	16	15	15	20	26	26	28	12	4	0	0	52.2	38.80409294211508	22.107961762856753	850
Messopotamia	11	5	9	9	21	14	23	25	26	33	29	23	15	23	31	38	33	9	0	0	0	27.4	38.924625571166644	22.166074308054107	125
Nikolitsio	1	1	2	1	1	2	1	6	1	2	4	0	4	5	10	4	3	0	0	0	0	52.2	38.83716649957114	22.044062808170608	660
Paleovracha	13	13	9	15	22	29	18	20	32	25	28	28	30	24	33	29	27	14	7	3	0	37.9	38.899485792377	22.06082410863807	440
Paleochori_Tymfristou	1	2	1	0	4	0	8	1	0	7	9	18	12	11	6	16	19	5	0	0	0	59.4	38.824432	21.9231289	950
Perivoli_Fthiotidas	1	0	0	5	11	3	6	3	2	11	4	7	10	12	15	18	7	12	0	0	0	45.6	38.8884575	22.1919545	475
Pitsio	1	1	2	2	4	0	0	5	4	5	8	3	13	10	6	13	11	1	0	0	0	51.8	38.886421122995735	21.96000606702962	780
Platanos	0	5	3	0	1	2	5	2	1	4	6	3	12	13	4	9	6	7	1	0	0	61.7	38.82080713853352	 21.99384307154352	880
Pougakia	1	3	1	1	1	14	10	15	14	9	9	15	18	17	32	17	17	9	4	1	0	62.1	38.85083012248886	21.930144137148734	927
Fteri	16	12	21	23	16	27	40	39	26	23	39	40	28	51	46	38	35	17	10	4	0	38.9	38.90062951215108	22.047201368392553	411
Stylida	227	217	249	249	251	319	319	323	358	334	383	321	288	273	270	276	210	98	35	11	0	16.7	38.91418633909014	22.61275350964454	25
Aghia_Marina_Fthiotidas	13	14	16	12	18	22	27	20	23	29	31	23	22	23	18	27	14	3	0	0	0	15.3	38.89484793856574	22.583183659126934	5
Anydro	6	3	3	1	5	10	13	17	8	10	11	4	16	12	18	5	9	5	1	0	0	27.9	38.922561084522016	22.701819231330944	260
Avlaki	15	6	13	25	31	37	34	31	30	27	38	27	39	29	29	29	20	10	1	0	0	11.5	38.908747121393866	22.558155322424195	70
Logitsio	0	1	2	4	3	1	4	1	4	4	3	7	2	0	6	2	4	0	0	0	0	29.1	38.98628339364858	22.564911012834948	780
Neraida	2	0	3	1	0	1	7	5	2	4	7	8	12	11	6	7	5	0	3	0	0	29.5	38.95390268777533	22.63883504771928	512
Kato_Tithorea	70	90	101	118	115	85	122	137	131	140	132	107	99	81	88	89	83	37	14	2	0	64.3	38.60786416767227	22.712761055428434	160
Aghia_Marina_Lokridas	0	8	13	13	13	8	8	10	23	16	17	15	14	15	17	18	20	0	1	0	1	67.8	38.56832499066646	22.70565570196792	350
Aghia_Paraskevi	3	4	8	9	7	11	14	1	7	12	12	17	15	16	12	7	14	11	0	0	0	67	38.58400669196184	22.74204024614895	150
Modio	4	6	11	12	21	21	16	15	23	14	12	13	14	22	36	32	28	13	3	1	0	53.9	38.662037300062664	22.671104996930268	440
Tithorea	16	16	24	16	20	17	28	39	35	34	39	44	45	60	65	48	48	23	12	1	0	67.7	38.584760622855434	22.668465802262045	440
Ypati	11	18	18	30	26	27	22	32	42	36	31	31	38	37	57	43	37	15	1	0	0	22.1	38.87181260622597	22.239943821544692	400
Argyrochori	9	4	9	3	7	13	8	9	13	17	12	11	15	12	23	24	6	6	0	0	0	20.5	38.87653067248055	22.252056451420348	260
Vassilika	8	4	14	7	2	8	21	9	17	10	11	4	13	9	14	18	11	1	1	0	0	23	38.89520502242479	22.211118091375578	140
Dafni	3	1	11	3	5	2	6	5	8	15	10	9	4	5	3	12	2	0	0	0	0	80.8	38.752629973981556	22.156366727101542	1120
Kastanea	6	9	10	13	11	13	20	17	18	19	22	20	20	14	18	18	12	4	4	0	0	30.3	38.847178514703145	22.21112404007512	1050
Kobotades	19	15	38	34	23	20	26	33	41	57	29	29	26	32	50	28	23	13	1	2	0	10.4	38.86795041241404	22.348805499663584	60
Ladikou	13	0	7	24	21	23	17	20	17	22	26	16	19	17	20	19	13	4	1	0	0	21.6	38.89995313313768	22.22775797021178	140
Loutra_Ypatis	21	19	20	16	19	26	31	29	38	33	26	23	23	29	45	37	24	16	4	0	0	17.5	38.894114115648435	22.277551627168588	90
Lychno	1	2	10	5	4	7	1	1	6	15	14	9	10	9	20	22	3	10	0	0	0	34.1	38.86420493777628	22.198191662018992	680
Mexiates	23	28	25	25	29	28	31	52	41	32	48	34	32	42	47	53	27	17	2	1	1	14.2	38.88323083302269	22.31312198510013	60
Messochori_Ypatis	1	6	1	10	3	5	3	2	0	10	4	4	7	4	11	9	0	0	0	0	0	33.9	38.85986310160276	22.178210861499164	640
Neochori_Ypatis	10	11	10	13	10	6	7	19	20	11	17	13	11	15	18	3	3	0	0	0	0	42.9	38.79823597020688	22.198198562797483	1240
Peristeri	2	1	6	0	1	3	1	7	4	12	6	9	7	9	11	12	5	0	0	0	0	38.5	38.8334191243742	22.161416861210135	620
Pyrgos	3	2	0	1	1	6	1	10	5	6	6	8	10	8	10	14	4	2	9	0	0	43.2	38.81392230558409	22.171569967057636	740
Rodonia	7	25	26	25	24	20	21	32	25	31	31	29	35	23	27	41	16	12	5	0	0	23.5	38.91994452294036	22.230775433184053	95
Sykas_Ypatis	13	6	2	6	4	13	22	16	17	11	10	9	12	18	28	17	10	1	1	0	0	26.8	38.88199312566755	22.19668061995167	250
Pavliani	13	12	18	16	28	38	24	25	18	47	50	31	33	23	35	32	41	10	4	0	0	48.2	38.74055219460519	22.33703230964349	1040
Tymfristos	12	6	11	12	17	26	29	20	36	16	34	28	32	32	39	34	22	20	8	0	0	56.6	38.91014495336285	21.91599981783913	859

